name,ile_pat
UNIWERSYSTET SLASKI W KATOWICACH,7
TABEDZKI KRZYSZTOF,7
WYSOCKI MICHAL,7
SUCHY JANINA,7
WESOLOWSKA ANNA,7
ORMAN MACIEJ,7
KUKLINSKI JAN,7
REWA SPOLKA Z O O,7
STEFANSKI SZYMON,7
AIC SPOŁKA AKCYJNA,7
INST BIOLOG DOSWIADCZALNEJ IM MARCELEGO NENCKIEGO POLSKA AKADEMIA NAUK,7
STEFANSKI ADAM,7
LAKMA STREFA SP Z O O,7
DAGAS SP Z O O,7
EATON TRUCK COMPONENTS SP Z O O,7
GRZESIK RADOSLAW PAWEL,7
FRACZAK DARIA,7
NFM PRODUCTION SP Z O O,7
PASTOR ALEKSANDER,7
INST WYSOKICH CIŚNIEŃ POLSKIEJ AKADEMII NAUK,7
DZIEWISZEK WOJCIECH,7
KASZYNSKI MARCIN,7
WRONSKI ANDRZEJ,7
CHWASTOWSKA JOANNA,7
INST CHEMII ORGANICZNEJ POLSKA,7
AXEN BIO GROUP SP Z O O,7
KLINOWIECKA ANNA,7
ROGALA PIOTR,7
VARIANT S A,7
LAUDE SMART INTERMODAL SPÓŁKA AKCYJNA,7
SWEDWOOD POLAND SP Z O O,7
NAWROT WOJCIECH,7
PIENIAZEK JERZY,7
KRAKOWSKIE ZAKLADY PHARMA,7
INST KARDIOLOGII,7
OPUS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,7
STEC WOJCIECH J,7
PAWLAK SEBASTIAN DOMINIK,7
BEDNARCZYK ADAM,7
INPHOTECH SP O O,7
DECORA S A,7
WOZNIAK ROBERT,7
MOSKAL PAWEL,7
PIETRASIK ROBERT,7
LATACZ MICHAL,7
WERNER JANIKOWO SP Z O O,7
INST TECHNIK INNOWACYJNYCH EMAG,7
LFC SPÓLKA Z O O,7
ZAGRODZKI BOGDAN,7
SORPLA SP Z O O,7
KRUPA MALGORZATA,7
EKOPAN OLIWIA GLOWINSKA,7
KANIEWSKI RYSZARD,7
TELE ATLAS POLSKA SP Z O O,7
LAUDANI PIETRO,7
SIEMASZKO PRZYBYLSKA KRYSTYNA,7
PIASEK ANDRZEJ,7
CLARITER POLAND SP ZO O,7
ARMATURY HAWLE SP Z O O FAB,7
BLUEVENT AIR SYSTEMS SP Z O O,7
MAJOCH WACLAW,7
BOCHNIA MAREK,7
FUNDACJA ROZWOJU DIAGNOSTYKI I,7
Kozubek Arkadiusz,7
BOCKOWSKI MICHAL,7
PRZED ZAGRANICZNE HTL,7
OLSZEWSKA TERESA,7
POZNAN UNIVERSITY OF TECHNOLOGY,7
PIELAK GRZEGORZ FRANCISZEK,7
INST BIOPOLIMEROW I WLOKIEN CH,7
SWIERK PIOTR,7
MIGASZEWSKI STEFAN,7
ZAKL AZOTOWE IM F DZIERZYNSK,7
BOGACKA IZABELLA,7
MICHALSKI LUKASZ,7
WEGRZYN GRZEGORZ,7
MOSTOWSKI ALEKSANDER,7
MYSLOWSKI WLEDZIMIERZ,7
ZBIGNIEW KORZELSKI DELKI POLPOINT,7
LEWANDOWSKI WIKTOR,7
AKADEMIA MEDYCZNA IM K MARCINK,7
ELEKTROMONTAZ RZESZOW S A,7
GENICORE SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,7
PRZEMYSLOWY INST ELEKTRONIKI,7
KOSSON DARIUSZ,7
STAROGARDZKIE ZAKL FARMA,6
WARSAW UNIVERSITY OF TECHNOLOGY,6
KILIAN WOJCIECH,6
INST PARAZYTOLOGII PAN,6
MIGASZEWSKI FRANCISZEK,6
PHU DYTRYCH SP Z O O,6
IWANOWSKI DARIUSZ KRZYSZTOF,6
KOSCIUK RYSZARD,6
NEWTECH SP Z O O,6
STANASZEK STANISLAW,6
CHMIELEWSKI RAFAL,6
MICHALOWSKI PAWEL,6
WOJCIK ANNA,6
INST WLOKIEN NATURALNYCH I OF,6
RUTYNOWSKI WLODZIMIERZ,6
UNIV ADAMA MICKIEWICZA,6
HARASYM JOANNA,6
KILUK SEBASTIAN,6
STECKO SEBASTIAN,6
EUROPOLES SP Z O O,6
KOWALSKI MARCIN,6
NUTRIFARM SP Z O O,6
DZIUBINSKI MAREK,6
ZOCHOWSKA MONIKA,6
WYBOROWA S A,6
UNIV MEDYCZNY IM KAROLA MARCIN,6
AKADEMIA MEDYCZNA IM PIASTOW SLASKICH WE WROCLAWIU,6
INST HODOWLI I AKLIMATYZACJI R,6
PANSTWOWY INST WETERYNARYJNY P,6
PAWLOWSKI MICHAL,6
HECZKO PIOTR B,6
PABIANICKIE ZAKLAD FARMA,6
TOBOROWICZ ANDRZEJ,6
UNIV MEDYCZNY W BIALYMSTOKU,6
AMATEO SP Z O O,6
PANFIL IRMA,6
KUZIO PIOTR,6
BASZCZOK FRANCISZEK,6
BINISZKIEWICZ ADAM,6
SZAGRU SP Z O O,6
MITKA KATARZYNA,6
NANOVELOS SP Z O O,6
WOJCIECHOWSKI RAFAL,6
FRYJEWICZ PIOTR,6
OS BAD ROZWOJOWY POJAZDOW SZYN,6
BARDOWSKI JACEK,6
KAMINSKI STANISLAW,6
SZECHYNSKA-HEBDA MAGDALENA,6
NOWICKI ADAM,6
RZODECZKO ANNA,6
ECKERT TADEUSZ,6
LUMAG SP Z O O,6
MAJ ARTUR,6
RADZIWILL COMPRESSORS SP Z O O,6
POLDEM SP ZO O,6
POLITECHNIKA KRAKOWSKA IM TADEUSZA KOSCIUSZKI,6
MALKIEWICZ ANDRZEJ,6
LUCZAJ KRZYSZTOF,6
CT TECH OKRETOWEJ,6
MERA ZSM ZAKLADY SYSTEMOW MINI,6
ANDERVISION SP Z O O,6
JITMED SP Z O O,6
ZUZIAK EWA,6
POGIEL ARTUR,6
FURMAN BARTLOMIEJ,6
GO2NET POLAND SP Z O O,6
STALPRODUKT S A,6
PRZED WIELOBRANZOWE VET AGRO SP Z O O,6
RAWINSKI ROMAN,6
LEMKE KRZYSZTOF KAZIMIERZ,6
INST IMMUNOLOGII I TERAPII DO WIADCZALNEJ POLSKIEJ AKADEMII NAUK,6
CMOCH PIOTR,6
UNIV JAGELLONE,6
KASZUBA ANDRZEJ,6
SEMENIVSKYI PAVLO,6
BURSZTEIN SLAWOMIR,6
BICARBO SP Z O O,6
CZABAN JUSTYNA,6
WELNICKI MICHAL,6
DUTKIEWICZ MICHAL,6
ZAKL FARMACEUTYCZNE POLPHARMA SA,6
BOROWICZ PIOTR,6
TKACZ BOGUSLAW,6
FIGARSKI RADOSLAW,6
R & D PROJECT SP Z O O,6
LINTER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,6
KOTARBA ANDRZEJ,6
JANICZEK ANDRZEJ,6
CHMIELEWSKI MAREK,6
MACYK WOJCIECH,6
SZCZEPANIK MARIAN,6
REMIN ANDRZEJ,6
BALA JAN ADAM,6
KLAK MICHAL,6
TYLOCH ARTUR,6
PAPROCKA MARIA,6
OSIECKI ANDRZEJ,6
SOKOLOWSKA IWONA,6
DE LA RUE MICHAEL DAVID,6
URBANCZYK WACLAW,6
ICS IND COMB SYSTEMS,6
GRADON JAN,6
NICHIA CORP,6
JUST MARCIN,6
MIEDZYNARODOWY INST BIOLOGII MOLEKULARNEJ I KOMORKOWEJ,6
HUMAN PLUS S C,6
KUSINSKI JAN P,6
KORECKI MACIEJ,6
GRABAREK JERZY,6
SMIECHOWICZ KRZYSZTOF,6
SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA S K A,6
SOKULSKI ANDRZEJ,6
OFTA SP Z O O,6
NAPIFERYN BIOTECH SP Z O O,6
WINIARSKI JERZY,6
SZULTKA STANISLAW,6
PACHOLSKI ADAM,6
PMT TRADING SP Z O O,6
ZAKRZEWSKI ZENON,6
KATOWICKIE GWARECTWO WEGLOWE K,6
BIERNAT KRZYSZTOF,6
FOTYGA RYSZARD ALEKSANDER,6
ENERGOINSTAL S A,6
WIADERNY MARCIN,6
SENSI SOFT SP Z O O,6
AXTONE SPÓLKA AKCYJNA,6
NUMED SP Z O O,6
PLAZMATRONIKA NT SP Z O O,6
RUT TADEUSZ,6
KARASIEWICZ JOANNA,6
KMUK PAWEL,6
RADWAG WAGI ELEKTRONICZNE WITOLD LEWANDOWSKI,6
INST OF BIOCYBERNETICS AND BIO,6
AGROPHARM S A,6
HELDT LUKASZ,6
BORKOWSKI PAWEL J,6
URBAN PIOTR,6
CZERNECKI ROBERT,6
OLESCH GRZEGORZ,6
TRIGENDO SP Z O O,6
WARSZAWSKIE ZAKLADY MASZ,6
KANDEFER-SZERSZEN MARTYNA,6
UNIV EKONOMICZNY W POZNANIU,6
ADAPTRONICA SP Z O O,6
CHOJNACKA LUIZA,6
INST OF NATURAL FIBRES AND MEDICINAL PLANTS,6
BRONIEK PRZEMYSLAW,6
WOJNARSKI MARCIN,6
ADAMSKA EWELINA,6
MARTYNKIEN TADEUSZ,6
WOJTOWICZ ANNA,6
SZCZEPKOWSKI JERZY,6
INST OBROBKI SKRAWANIEM,6
BARANOWSKI MIROSLAW,6
ROSZKOWSKI BARTOSZ,6
KOTALA ROMAN,6
MUSIAL HENRYK,6
ADAMCZYK HUBERT,6
KAZIMIERCZUK ZYGMUNT,6
KARPINSKI STANISLAW,6
WOJTYSIAK JAN,6
SZYMANSKI PAWEL,6
KOCJAN WOJCIECH,6
MARTYNOW JACEK,6
FURNIREX SP Z O O,6
GALOS HUDY MALGORZATA,6
ZBIKOWSKI JERZY ANDRZEJ,6
MARUSZAK WIOLETA,6
MARCZYNSKI SZCZEPAN,6
ROSZKOWSKI STANISLAW,6
TRANSITION TECHNOLOGIES S A,6
SAMSUNG ELECTRONICS POLSKA SPOLKA Z ORGANICZONA ODPOWIEDZIALNOSCIA,6
KUDLA STANISLAW,6
MORAWSKI ROMAN Z,6
PRZED INNOWACYJNO WDROZENIOWO HANDLOWE,6
STEFANIAK FILIP,6
PODANFOL S A,6
KUKLIK PAWEL,6
INST BIOLOG MEDYCZNEJ POLSKIEJ AKADEMII NAUK,6
PRZED PROD CONSULTINGOWE ADOB,6
KMIOTEK BARTLOMIEJ,6
MAKOWIEC SLAWOMIR,6
INST OF PHYSICAL CHEMISTRY POL,6
MOKATE S A,6
WAPECO SP Z O O,6
LOWIECKI ARKADIUSZ,6
AKADEMIA MORSKA W SZCZECINIE,6
FIGLEROWICZ MAREK,6
P M T TRADING SP Z O O,6
KAMINSKI KAMIL,6
BLONSKI PAWEL,6
JAKIELA SLAWOMIR,6
BOCHNIAK WLODZIMIERZ,6
FURMANEK MAREK,6
SZYMANSKI KAZIMIERZ,6
INST NISKICH TEMPERATUR I BADAN STRUKTURALNYCH,6
NOWAK WOJCIECH,6
POCH S A,6
ZAGORSKI-OSTOJA WLODZIMIERZ,6
KOWALSKI ROMUALD DR,6
PRZED INNOWACYJNO WDROZENIOWE,6
CZEKALA ZYGMUNT,6
WOLEK JERZY,6
APLISENS S A,6
BALICKI ROMAN,6
ZYLIA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,6
ANDRZEJEWSKI TOMASZ,6
CIESIELSKI ALBERT,6
HEINONEN KAI,6
CZERNICKA KATARZYNA,6
CHROBOCZEK JADWIGA,6
ZEGROCKA-STENDEL OLIWIA,6
INST TECHNIKI BUDOWLANEJ,6
TOMCZAK PIOTR,6
BOGIEL MONIKA,6
ALPOL GIPS SP Z O O,6
PIOTROWICZ MARIUSZ,6
PLIVA KRAKOW ZAKLADY FARMACEUT,6
KASPROWICZ ANDRZEJ,6
AKAD WROCLAWIU ROLNICZA,6
SVANTEK SP Z O O,6
MATUSIAK WIESLAW,6
NOWAK HUBERT,6
TOM TOM POLSKA SP Z O O,6
SADOWSKI ANDRZEJ,6
BUDYN MAREK,6
Wójcik Marek,6
KATALIZATOR SP Z O O,6
WOJNA ARKADIUSZ,6
MIGASZEWSKI WIKTOR,6
PAWLAK KRYSTIAN,6
MIKOLAJCZYK JERZY,6
KORZELSKI ZBIGNIEW,6
HIT KONSULTING SP Z O O,6
MAZUR MARCIN,6
MIKOSZA OLGIERD,6
SWIDERSKI JERZY,6
AUTORYZOWANA STACJA OBSLUGI,6
KARBOWNICZEK JACEK GRZEGORZ,6
INNOVATIONS FOR HEART AND VESSELS SP Z O O,6
SZAJDECKI ANDRZEJ,6
PRZEMYSŁOWY INST AUTOMATYKI I POMIARÓW PIAP,6
INST PRZEMYSLU MLECZARSKIEGO,6
FUSIONCOPTER SP Z O O,6
SAMASZ SP Z O O,6
LODZ UNIVERSITY,6
KACZMAREK ANDRZEJ,6
MALECKI BARTLOMIEJ T,6
INST TECH ELEKTRONOWEJ,6
ADAMCZYK DARIUSZ,6
GWIAZDZINSKI PAWEL,6
EN VAWT MACIEJ PAWEL ZUREK,6
ML SYSTEM SPÓLKA AKCYJNA,6
TS OSRODEK P KON,6
FUTURE SP Z O O,6
REMIN EWA,6
LESZCZYNSKA KINGA,6
SZOLAJSKA EWA,6
MASZ FAMUR S A FAB,6
JURGA JAN,6
ANGELOW IWAJLO,6
WISNIEWSKI KRZYSZTOF,6
SCOPE FLUIDICS SP Z O O,6
OLYMPUS SKY TECH S A,5
MARSCH PATRICK,5
LINGARO SP Z O O,5
TARGOWSKI MAREK,5
RZEPLINSKA ANNA,5
MS DESIGN MAREK SZYMCZAK,5
HLADIK MARCIN,5
GALBARCZYK PAWEŁ,5
MAJCHER MAREK,5
TRZISZKA TADEUSZ,5
INST TEROTECHNOLOGY RADOM,5
MATECS SP Z O O,5
ZYLA DANIEL,5
WEGRZYN ALICJA,5
NOWAKOWSKI GRZEGORZ,5
GLOGOWSKI JACEK,5
KOZAK MARIUSZ,5
FEDORUK-WYSZOMIRSKA AGNIESZKA,5
SZCZEPANCZYK JERZY,5
SERRANO FERNANDEZ PABLO,5
TS LAB OBROBKI PLASTYCZNEJ,5
TRZECIAKOWSKI WITOLD,5
PIETRZYK ANDRZEJ,5
CZARKO ZBIGNIEW TADEUSZ,5
WOSINSKI STANISLAW ADRIAN,5
ZAKL FARM POLPHARMA S A,5
NESTERUK KRZYSZTOF,5
SOSNOWSKI WLODZIMIERZ,5
IMPACT CLEAN POWER TECHNOLOGY SPOLKA AKCYJNA,5
KOWALCZYK ANDRZEJ TOMASZ,5
STEPNIOWSKI MAREK M,5
SAFJAN KRYSTIAN,5
BIEGUNSKI PAWEL,5
PZ HTL S A,5
SECO/WARWICK S A,5
WALERYSIAK MARCIN,5
MOSTOSTAL PROJEKT S A,5
UNIV PRZYRODNICZY WE WROCLAWIU,5
DE LA RUE MICHAEL,5
MICHALIK ADAM,5
PACUT ANDRZEJ,5
INST BIOTECHNOLOGII I ANTYBIOTYKÓW,5
INST NISKICH TEMPERATUR I BADAN STRUKTURALNYCH PAN IM W TRZEBIATOWSKIEGO,5
INST CHEMII PRZEMYSLOWEJ WARSC,5
SIEWINSKI MACIEJ,5
SZPRYNGER Wojciech,5
GRZEBIEN ADAM,5
DUKEBOX SP Z O O,5
TELBIT PHU IWONA JANOWSKA,5
SOLUCH MAGDALENA,5
KASZA KRZYSZTOF,5
Bogdan Wiecek BUDMAT,5
SOJKA ZBIGNIEW,5
KRZYZANOWSKI MARIUSZ,5
Grochowski Jacek,5
PIATKIEWICZ MAREK,5
SOCHA ADAM,5
ESMOKING INST SP Z O O,5
MASPEX SPOLKA Z O O,5
LSA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,5
MAKARA MARIUSZ,5
BATER SP Z O O,5
PIERZYNOWSKI KACPER,5
TOMANEK TOMASZ PAWEL,5
HREBIEN MACIEJ,5
MAZIEJUK MIROSLAW,5
SZWERYN ERYK,5
MESSER POLSKA SP Z O O,5
KWASNIEWSKI WALDEMAR BOLESLAW,5
CHYLINSKI ARKADIUSZ,5
GARDYZA LESZEK,5
Jakubowska Anna,5
MNICH ANDRZEJ,5
UNIV ROLNICZY IM HUGONA KOLLATAJA W KRAKOWIE,5
MELDNER KRZYSZTOF,5
GRANEK FILIP,5
SYSA JEDRZEJOWSKA ANNA,5
FUNDACJA ROZWOJU KARDIOCHIRURG,5
NEF CZESLAW,5
PRZYBYSZ LUKASZ,5
JUN JAN,5
SLUSARCZYK JERZY,5
RUDZINSKI MACIEJ,5
KALAMARZ STANISLAW,5
WILK KAJETAN,5
OPTINAV SP Z O O,5
WIRELAND S A,5
RBC EKO ROBERT CALKA,5
SECURA NOVA SPOLKA Z OGRANICZONA OPDOWIEDZIALNOSCIA,5
POLBUD WYKONAWSTWO,5
RAMZA JAN,5
GLOWINSKA OLIWIA,5
MICHALSKI LESZEK,5
JASIENKIEWICZ JERZY,5
RABIEGA RYSZARD,5
OSTASZEWSKI RYSZARD,5
HARDT PIOTR,5
TADEUSZ MAZUR CT REHABILITACJI ZDROWIE,5
WRONA RADOSLAW,5
CT MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,5
INST IMMUNOLOGII I TERAPII DOSWIADCZALNEJ IM LUDWIKA HIRSZFELDA PAN WE WROCLAWIU,5
MOKRZECKI Arkadiusz Bernard,5
BUENING ALEXANDER,5
WROBEL JAN,5
POTURAJ KRZYSZTOF GRZEGORZ,5
PIERZYNOWSKI LUKASZ,5
JEDLINSKI MARCIN,5
KONGSBERG AUTOMOTIVE SP Z O O,5
WOZNICA ZENON,5
KOSCIELECKA MARIKA,5
OBUKOWICZ JANUSZ,5
ZEREK BARTLOMIEJ MACIEJ,5
POLSKA TELEFONIA CYFROWA SP Z,5
LISIEWICZ IRENEUSZ,5
KRYGLER ALICJA,5
ALLNET BROKER SP Z O O,5
23 RS CORAS SP Z O O,5
JANCZYK WOJCIECH,5
NOWICKI ANDREW,5
BLYWEERT ALUMINIUM SP Z O O,5
KOBIAŁKA BARTŁOMIEJ,5
ORIOL MARIUSZ,5
KNAPCZYK MARCIN,5
SEBZDA TADEUSZ,5
MADAJCZAK TOMASZ,5
GRANIPOL CONSTRUCTION,5
EUROCHIT DANUTA KRUSZEWSKA,5
LAPOK LUKASZ,5
KRYGLER AGENOR,5
ADAM MICKIEWICZ UNIV FOUNDATION,5
PROZAP ENGINEERING LTD,5
ONYSZCZUK BOLESLAW,5
CHOJNOWSKI ADAM,5
KARCH JAN,5
KESIK-BRODACKA MALGORZATA,5
HENRYK BURY MIELEC SP ZO O,5
PAWLACZYK ANNA,5
TYLKI-SZYMANSKA ANNA,5
BORYSKI JERZY,5
UNIV WARSAW,5
CHMIELEWSKI MARCIN,5
NEDOSZYTKO BOGUSLAW,5
WRZOSEK ARTUR,5
NEW ERA MAT SP Z O O,5
GAMALCZYK RYSZARD,5
PETRO CARBO CHEM S A,5
CARGILL POLSKA SPOLKA Z O O,5
GESTIND POLAND SP ZO O,5
NIEDZIELSKI WACLAW,5
SN BIOTECH TECHNOLOGIES SP Z O O SP K,5
SZULC MARCIN,5
SKOWRONSKI ANDRZEJ ROMAN,5
PAWLAK ZDZISLAW,5
UNIV MEDYCZNY IM PIASTOW SLASKICH WE WROCLAWIU,5
BANKOWSKI KRZYSZTOF,5
NANOXIDE SP Z O O,5
OSIECKI LESZEK,5
RADWANSKI RYSZARD,5
INST CHEMII OGOLNEJ,5
MACHEJ TADEUSZ,5
PLUM SP Z O O,5
KRASINSKI BOGUSLAW,5
SARRE PIOTR,5
CHUDECKI ADAM,5
GLEBOCKA AGNIESZKA,5
KAMINSKI TOMASZ,5
INST MINERALNYCH MATERIALOW BU,5
SKORUT ADAM,5
GLUCH MIROSLAW,5
FF MARKA WLASNA SP Z O O,5
WRONSKI SLAWOMIR,5
AIC SP Z O O,5
CELLIS SP Z O O [LTD ],5
SAFERNA ADAM,5
GRABOWSKI SLAWOMIR,5
WOZNICZEK JACEK,5
ORANGE POLSKA SPOLKA AKCYJNA,5
MATUSZEWSKI MARCIN,5
CIERPIAK JANUSZ,5
SECURA NOVA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,5
AQUAEL JANUSZ JANKIEWICZ SP Z O O,5
PROD HANDLOWA SEPPA S C GIL JERZY WEGRZYN PAWEL F,5
ADVANCED DIGITAL BROADCAST SA,5
GAJDA REMIGIUSZ,5
BOMAR S A,5
GRACZYNSKI MAREK,5
BRYJAK MAREK,5
KASPRZYKOWSKI FRANCISZEK,5
GOSIEWSKI KRZYSZTOF,5
JEDLINSKI RAFAL,5
MROWIEC ROBERT,5
CELEWICZ LECH,5
ZAKLADY URZADZEN KOTLOWYCH STAPORKOW SPOLKA AKCYJNA,5
DLUGOLECKI JACEK,5
INST GENETYKI ROSLIN POLSKIEJ,5
HUPKA JAN,5
LOJKOWSKI WITOLD,5
PRZED PRODUKCJI FARMACEUTYCZNE,5
OLSZEWSKI JACEK MAREK,5
ZAGRODZKA JOANNA,5
PIEKUTOWSKI MAREK,5
WOJSKOWY INST HIGIENY I EPIDEMIOLOGII,5
LINIA ZDROWIE NIEDZIELSKI CZERNICKA SP J,5
MUSIAL PAWEL,5
DELLNER COMPONENTS SP Z O O,5
ROZGA PIOTR KAMIL,5
UNIV WROCŁAWSKI,5
REAC POLAND SP Z O O,5
KRZEMINSKI ZBIGNIEW,5
INST MEDYCYNY DOSWIADCZALNEJ I KLINICZNEJ PAN,5
ARKADA LICENCE SP ZO O,5
KASPRZYKOWSKA REGINA,5
KALAMARZ ARKADIUSZ,5
PAWLAK SEBASTIAN,5
PIERZYNOWSKI STEFAN,5
KOSMETYKOW POLLENA EWA SPOLKA,5
POMORSKI UNIV MEDYCZNY,5
KULIKOWSKI TADEUSZ,5
INST WLOKIEN SZTUCZNYCH I SYNT,5
WAKULSKI PAWEL,5
RETECH SPÓLKA Z O O,5
SEKUŁA MARCIN,5
CT TECHNIKI OKRETOWEJ SHIP DES,5
OS BAD ROZWOJOWY APARATURY MLE,5
DOROS TEODORA D A GLASS,5
SZEWCZYK BOLESLAW,5
TECHLAND SP Z O O,5
CHILIK MIECZYSLAW,5
CZECHOWSKI TOMASZ,5
KONSTANCZAK MAREK,5
STUDZINSKI WITOLD,5
LEWANDOWSKI WITOLD,5
KLAJNY MARCIN,5
MERGO PAWEL,5
KORDYL GRZEGORZ,5
LEMESHKO WIKTORIYA,5
LAMPARSKA-PRZYBYSZ MONIKA,5
LEWANDOWSKI STANISLAW,5
BEISTEINER ERNST,5
KACZYNSKI BRIAN,5
DYWILAN S A,5
RUDZINSKI MAREK,5
BUCZYLKO PIOTR,5
SOFTHUS SP Z O O,5
GIEL-PIETRASZUK MALGORZATA,5
DUDEK MAGDALENA MARIA,5
TYC MICHAL HUGO,5
SADOWSKI TOMASZ,5
MEDICAL UNIVERSITY OF GDANSK,5
CZARTORYSKA BARBARA,5
DOMINIAK ANDRZEJ,5
SYPER DANUTA,5
MASSPAY SP Z O O,5
RYSZKA FLORIAN,5
SKRZYNSKA ELZBIETA,5
HADDOCK TERENCE,5
GRALEWSKI-SEK GRZEGORZ K,5
SMAY SP Z O O,5
BARANSKA SYLWIA,5
INST NAFTY I GAZU PANSTWOWY INST BADAWCZY,5
FETCO INC SP Z O O,5
BRATTEMO PER ANDERS,5
JAGIELLONIAN UNIV,5
ES SYSTEM S A,5
INPHOTECH SP Z O O,5
KOMANDOR S A,5
DOROS WIESLAW,5
BUJNOWSKA ELZBIETA,5
SZYSZKA KRZYSZTOF,5
KACZMARSKI BERNARD,5
PREOIL SP Z O O,5
DOW CORNING POLSKA SP Z O O,5
GRELA KAROL L,5
NEUMANN ALEKSANDER,5
INST BIOLOGII MEDYCZNEJ POLSKIEJ AKADEMII NAUK,5
WARSZAWSKIE ZAKLADY FARMA,5
JABLONSKI DAWID,5
BALA JAN,5
JANISZEWSKA DOMINIKA,5
WOJSKOWY INST TECHNIKI INZYNIERYJNEJ,5
KOGUT KRZYSZTOF ADAM,5
DYBOWSKI KONRAD,5
STOCZNIA GDANSKA,5
JALOWSKI FELIKS MICHAL,5
WITASZAK KRYSTIAN,5
SZADKOWSKA ANNA,5
CIERPIAK ANDRZEJ,5
PRZEMYSLOWY INST AUTOMATYKI I POMIAROW PIAP,5
OS BAD ROZWOJOWY SYSTE,5
ZABROCKI JANUSZ,5
MACIEJEWSKI JEREMI,5
KOWALCZYK ANDRZEJ,5
UNIV MEDYCZNY W LUBLINIE,5
BIERJUKOW ANATOLIJ,5
TARGOSINSKI TOMASZ,5
FLOWAIR GLOGOWSKI I BRZEZINSKI,5
BALCEROWIAK WOJCIECH,5
ADAMCZEWSKI MAREK,5
CIESIELSKI SLAWOMIR,5
TENDERENDA TADEUSZ M,5
FRYJEWICZ GRZEGORZ,5
INTERNAT PAPER KWIDZYN SP Z O O,5
KOSCIELECKI BOGUSLAW,5
KULINSKI TADEUSZ,5
GRABOWSKI STANISLAW,5
PRZED INZYNIERII SRODOWISKA EK,5
PIOTROWSKA EWA,5
CT BADAWCZO PROD SORBENTOW I C,5
GOC-MACIEJEWSKA IZABELA,5
M2IG SP Z O O,5
OZIMEK PAWEL,5
MODRZYK WOJCIECH,5
LFS SPOLKA Z O O,5
INST GORNICTWA NAFTOWEGO GAZ,5
DZIURDZIA BARBARA,5
SZKULMOWSKA ANNA,5
PRZED WDROZENIOWO PROD HANDLOW,5
WILK PAWEL,5
MICHALAK MICHAL,5
KOWALSKI TOMASZ,5
POSKROBKO JAN,5
STRZELCZYK MIECZYSLAW,5
SERWIS AKPIA ROMAN DLUGI,5
SKIBA KRZYSZTOF,5
Wójcik Janusz,5
WALKOWSKA IRENA,5
DABEK IZABELA,5
PRZEDSIEB MONTAZU ELEKTRYCZNEG,5
JASCHIK MANFRED,5
ORZEL WOJCIECH,5
SOUND OBJECT TECH S A,5
NOWAK EDMUND,5
WILNIEWCZYC MARIUSZ,5
MAGONSKI ZBIGNIEW,5
BRASTER SP Z O O,5
PLITTA BEATA,5
CZOPEK ADAM,5
JANOW GWIDON,5
KAMINSKI ZBIGNIEW,5
OBOJSKI JERZY,5
RADOWSKI PIOTR MITRE,5
STUDZINSKI TADEUSZ,5
JAKOBKIEWICZ-BANECKA JOANNA,5
KLIMCZAK ANDRZEJ,5
JUST MARCIN PAWEL,5
KAMINSKI ANDRZEJ,5
YAYUMA AUDIO SP Z O O,4
INST METALURGII I INZYNIERII M,4
BARCZYK ROBERT,4
PELLASX SPÓŁKA Z O O SPÓŁKA KOMANDYTOWA,4
WASYLAK JAN,4
RAMATTI SP Z O O,4
OKONIEWSKI DARIUSZ PIOTR,4
BRZOZOWSKI MICHAL,4
DROZD DOMINIK,4
ANDRZEJEWSKA MARIOLA,4
RYPNIEWSKI WOJCIECH,4
BIALOUSZ JERZY ADAM,4
DOMANOWSKI PIOTR,4
TOSIK GRZEGORZ,4
STEPNIK MACIEJ,4
HUZARSKA JOWITA,4
POZNAN UNIV OF MEDICAL SCIENCES,4
SAMOCHODOW OSOBOWYCH ZAKLAD SP,4
INST IMMUNOLOGII I TERAPII DOSWIADCZALNEJ IM LUDWIKA HIRSZFELDA PAN,4
AIFO Group Zajac Ziecik Stabrawa Spolka jawna,4
PRZED WIELOBRANZOWE VET AGRO S,4
ADAMCZEWSKA-CECUDA VIOLETTA,4
VOESTALPINE SIGNALING SOPOT SP Z O O,4
SZKOLA GLÓWNA GOSPODARSTWA WIEJSKIEGO W WARSZAWIE,4
INST TWORZYW SZTUCZNYCH,4
WYTWORNIA SPRZETU KOMUNIKACYJN,4
WOSINSKI STANISLAW,4
SZCZUCINSKA ALEKSANDRA,4
KLIMKOWSKI ZENON,4
CHM SP Z O O,4
NEITEC SP Z O O,4
RACZKA JOZEF,4
AIROPTIC SP Z O O,4
SLUSARCZYK GRZEGORZ,4
SILBO SP Z O O,4
GRUPA AZOTY S A,4
ZAKLADY ZMECHANIZOWANEGO SPRZE,4
RYCHERT ANDRZEJ,4
CHMIELECKI CZESLAW,4
ARKUSZ JOANNA,4
